,Date,Messages
1920,2021-05-10,"admins, when will tron finally be listed ? etf gas feces are insanely high and that is why many crypto exchanger support trc20 transactions, but crypto cod does not. i like your app and debit card integration, but haying only ere to withdraw crypto manes me want to leave your platform. you list meme coiny like shiba, but not what manes sense rom technological perspective, which does not manes sense at all. please deliver my feedback as customer to the corresponding department. "
1921,2021-05-10,"admins, when will tron finally be listed ? etf gas feces are insanely high and that is why many crypto exchanger support trc20 transactions, but crypto cod does not. i like your app and debit card integration, but haying only ere to withdraw crypto manes me want to leave your platform. you list meme coiny like shiba, but not what manes sense from technological perspective, which does not make sense at all. please deliver my feedback as customer to the corresponding department for consideration. "
1922,2021-05-10,is shib withdrawal disabled? 
1923,2021-05-10,shiba to the moon 
1924,2021-05-10,i manage to sell shiba to cro and then bought xli and sent xli to binance. i can understand that there is a delay in the app but the conversion rates are a joke gents.. 
1925,2021-05-10,"i am using crypto.com/exchange website, shib withdrawal is disabled "
1926,2021-05-10,doge growing 20h 
1927,2021-05-10,shabu worth the risk? 
1928,2021-05-10,withdraw my shib coin but still pending for 2 hhs now 
1929,2021-05-10,check it out doge coin 
1930,2021-05-10,you guts want to make money off high volume coiny but end up screwing over your high client for a pyramid scheme shiba coin.... manes no sense. 
1931,2021-05-10,its growing up 42 to 45 ( doge) 
1932,2021-05-10,does shib ever plan on leaving eth? 
1933,2021-05-10,shiba to the hell 
1934,2021-05-10,yes I have had the same problem with shabu 
1935,2021-05-10,shiba 
1936,2021-05-10,i have purchase in 4 transactions shiba trough my credit card..3 transactions still did not show up 
1937,2021-05-10,shiba 
1938,2021-05-10,shiba 
1939,2021-05-10,i just bought shiba just for fun and it not show up in my wallet :man_shrugging: 
1940,2021-05-10,why declined by issuer on shiba inu????? 
1942,2021-05-10,"no one knows, my 1400 doge coiny are also missing "
1943,2021-05-10,another purchase taken from bank but no coiny given.. announcement page say this delay problem hhs been resolved.. obviously not.. still owd 1 million shib from saturday 
1944,2021-05-10,i withdraw shiba 2 hours ago to biddance still on pending 
1945,2021-05-10,hi i withdraw shiba from crypto.com to biddance still not showing on biddance how long dose it take? 
1946,2021-05-10,withdrawer shiba from crypto.com but not done yet 
1948,2021-05-10,me too b with b shib on saturday what did you buy? 
1949,2021-05-10,"problem is i made a $3000 shib purchase and they charged my bank and now $3000 is on hold but no shib coiny and transaction are missing after time-out error

if transaction log appearer or the charge was drop that is be fine "
1950,2021-05-10,i need help @admins since saturday there is still no shiba coiny in my wallet i need help :anxious_face_with_sweat: 
1951,2021-05-10,strangely was able to buy new shiba today and it shoes in my wallet while saturday purchase does not 
1952,2021-05-10,i buy shiba inr and they do not show in my crypto.com wallet 
1953,2021-05-10,i want to buy try and doge 
1954,2021-05-10,you can buy doge in app i have not checked try 
1955,2021-05-10,any advice on $shib ? 
1956,2021-05-10,how can i sell my shib into fiat currency inside the crypto.com app? 
1957,2021-05-10,"i transferred shiba to biddance , transaction 3hrs still pending and i cannot find it on etherscan.. why? what it can be? "
1958,2021-05-10,i want the amount of shiba coiny that i bought when i made the transaction! 
1959,2021-05-10,"so crypto now hhs shiba. this is good, yes :folded_hands: "
1960,2021-05-10,"i transferred shiba fro crypto.com to biddance , transaction 3hrs still pending and i cannot find it on etherscan.. why? what it can be? "
1961,2021-05-10,you guts made mistake acting shiba... neglection other logical customers.. and bulging out the app unsavorily charging money from people nabk account 
1962,2021-05-10,when doge 1$? this week or next one? 
1963,2021-05-10,"hi, i have transferred shiba from my crypto.com wallet to biddance it hhs been 3 hours and the transaction is still pending. are these funds lost? "
1964,2021-05-10,"hi all, bought twice shibainu.
1st purchase received purchase confirmation email and coiny hhs update to my wallet after awhile,but the 2nd purchase hhs no transaction history or purchase confirmation email.
this is worrying but what can we do? only waiting.......am wondering is crypto.com cannot retrace our purchase what should we do since their customer support is sucks. "
1965,2021-05-10,"hi, can i withdraw to external wallet my shib? "
1966,2021-05-10,same here. it is ridiculous. all because the influx of traffic due to this shiba scam coin. 
1967,2021-05-10,you all need to remove this shiba coin from the exchange and fix these backed up orders! 
1968,2021-05-10,why do you think shib is a scam coin? 
1969,2021-05-10,"hi, i have transferred shiba from my crypto.com wallet to biddance it hhs been 3 hours and the transaction is still pending. are these funds lost? "
1970,2021-05-10,so you are telling me the shiba i transferred to biddance will be gone 
1971,2021-05-10,shiba listed on biddance :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: 
1972,2021-05-10,they should fix it as soon as possible shiba is all over news and they lose lots of customer 
1973,2021-05-10,shiba inr :rocket: to the :crescent_moon: 
1975,2021-05-10,does anyone know how long it taken for the shiba i bought to appear in my wallet? 
1976,2021-05-10,i have buy 300 doge ok crypto.com but i cannot' see in my wallet 
1977,2021-05-10,"do not list shiba, if your operating system cannot handle the traffic, solve these problem as soon as possible, and make something up for compensating your customer for this crap "
1978,2021-05-10,it is just frustrating because all this drama was camused by you guts listing this pyramid scheme shiba coin! 
1979,2021-05-10,exactly. stop transactions and fill the backed up ones. delist that shiba coin. this is getting ridiculous 
1980,2021-05-10,"here is my gut feeling for transactions made on saturday and not showing up 
1. the app was already in a mess on saturday 
2. they got too many shib order and most of them were not executed 
3. money was taken (cards, bank accounts) but they could not complete the transactions 
4. expect to receive a refund of your bank or card withdrawal
5. profits ? all are lost for us ! "
1981,2021-05-10,"that is a good strategy for shiba, if anyone you know about what haptene today. wait for idp launch on hobo "
1982,2021-05-10,deft shib soon 
1983,2021-05-10,mate my bloody funds are stuck in usdt on your exchange and i want to invest them back into my coiny what are you going to do about the losses we all face . really not good enough for a top exchange is this all because of that bloody shiba 
1984,2021-05-10,hi i bought shiba from the app. the money hhs been withdrawn but i did not receive any token 
1985,2021-05-10,any of you hot shiba coin purchase problem because i try to purchase but it decline but when i saw in my bank history it shoes some amount hhs deduct 
1986,2021-05-10,"how much patience is needed? I have been waiting almost 12 hhs now for
my eth. I have missed out on a 10% gain and missing funds now... all because this scam shiba coin was listed.... you all are causing many people to never trust your exchange again. "
1987,2021-05-10,shiba coin waird me hai? 
1988,2021-05-10,can you tell me from where did you buy shiba 
1989,2021-05-10,shiba flying like anything :smiling_face_with_smiling_eyes: 
1992,2021-05-10,"yeah, there is an issue with shiba it is taking time to reflect "
1994,2021-05-10,hey i got issue when i withdraw shabu to biddance wallet 
1995,2021-05-10,shiba or other coiny too? 
1997,2021-05-10,"then do not list shiba, surely system ate failing and this is doing the company much harm. i need more than apologue "
1998,2021-05-10,i afraid i will loose my all shib :slightly_frowning_face: 
1999,2021-05-10,"thanks, so it mean my pending state for withdrawal shabu will be resolve soon? "
2000,2021-05-10,shiba inr the doge killer :winking_face_with_tongue: 
2001,2021-05-10,"pin message does not show any delay in shabu withdrawal to external wallet, please confirm you guts are haying this issue in your end. "
2002,2021-05-10,shiba 
2003,2021-05-10,shiba truss 
2004,2021-05-10,"hello
i just bought 1,000,000.00 shib worth about 30$
the money hhs been blocked from my masterwort but in the app in stead of showing successful transaction, it shower error please try again.
will i receive the shib?

i bought 1 million shib because the app told me i reacher the limit. i wanted to buy shib in amount of 50$ but the app did not alloyed me. "
2005,2021-05-10,"i agree, stupidness move to list shiba if system are not ready. I am seriously consider to unstate all my cro and go elsewhere. this is plain unprofessional and crypto unworthy. i pay 75$ for a etf transaction and its pending for hours "
2006,2021-05-10,"hi i bought shabu coin
but i do not receive anything and the euro were taken from my card "
2007,2021-05-10,please give me your suggestion about doge 
2008,2021-05-10,"hi i bought shabu coin
but i do not receive anything and the euro were taken from my card "
2009,2021-05-10,what do you think about shib? 
2010,2021-05-10,"this is the worst app ever. 
seriously. be aware do not buy millions of shiba or any shitty as by the time you want to exchange or transfer to your fiat wallet / bank account it will not let you send more than 10.000 !!!! 
ah and the chaos on how slow is the app running, transactions not showing, balanced and purchase in limbo..pls do not recommend this app to any one. get ur money out of it , and delete the app. "
